年,月,日,命数1,命数2,命数3
1970,12,31,26,29,27
1971,1,1,23,28,23
1971,2,1,54,53,52
1971,3,1,30,22,27
1971,4,1,57,60,53
1971,5,1,27,23,23
1971,6,1,58,52,52
1971,7,1,28,21,28
1971,8,1,55,52,60
1971,9,1,26,24,21
1971,10,1,56,53,51
1971,11,1,23,29,25
1971,12,1,53,53,51
1971,1,2,24,27,28
1971,2,2,51,52,60
1971,3,2,27,29,23
1971,4,2,58,59,52
1971,5,2,28,24,28
1971,6,2,55,59,60
1971,7,2,25,30,26
1971,8,2,56,51,51
1971,9,2,23,21,25
1971,10,2,53,52,51
1971,11,2,24,30,25
1971,12,2,54,54,51
1971,1,3,21,26,26
1971,2,3,52,51,51
1971,3,3,28,30,28
1971,4,3,55,58,60
1971,5,3,25,21,26
1971,6,3,56,60,51
1971,7,3,26,29,21
1971,8,3,53,60,51
1971,9,3,24,22,25
1971,10,3,54,51,51
1971,11,3,21,27,27
1971,12,3,51,51,57
1971,1,4,22,25,21
1971,2,4,59,59,60
1971,3,4,25,27,26
1971,4,4,56,57,51
1971,5,4,26,22,21
1971,6,4,53,57,51
1971,7,4,23,28,25
1971,8,4,54,59,51
1971,9,4,21,29,27
1971,10,4,51,60,57
1971,11,4,22,28,26
1971,12,4,52,52,51
1971,1,5,29,24,25
1971,2,5,60,60,52
1971,3,5,26,28,21
1971,4,5,59,56,59
1971,5,5,23,29,25
1971,6,5,54,58,51
1971,7,5,24,27,25
1971,8,5,51,58,57
1971,9,5,22,30,26
1971,10,5,52,59,52
1971,11,5,39,35,34
1971,12,5,9,9,10
1971,1,6,21,23,26
1971,2,6,57,57,60
1971,3,6,29,25,29
1971,4,6,60,55,52
1971,5,6,30,30,26
1971,6,6,57,55,60
1971,7,6,21,26,27
1971,8,6,52,57,52
1971,9,6,39,37,34
1971,10,6,9,8,10
1971,11,6,40,36,35
1971,12,6,10,10,5
1971,1,7,30,22,24
1971,2,7,58,58,57
1971,3,7,30,26,26
1971,4,7,57,54,60
1971,5,7,27,27,24
1971,6,7,58,56,58
1971,7,7,22,25,26
1971,8,7,9,6,10
1971,9,7,40,38,35
1971,10,7,10,7,5
1971,11,7,37,33,35
1971,12,7,7,7,9
1971,1,8,29,21,28
1971,2,8,5,5,9
1971,3,8,27,23,24
1971,4,8,58,53,58
1971,5,8,28,28,27
1971,6,8,5,3,9
1971,7,8,35,34,33
1971,8,8,6,6,9
1971,9,8,33,35,33
1971,10,8,7,6,9
1971,11,8,34,34,36
1971,12,8,4,8,10
1971,1,9,38,40,33
1971,2,9,6,6,9
1971,3,9,28,24,28
1971,4,9,5,2,9
1971,5,9,35,35,33
1971,6,9,6,4,9
1971,7,9,36,33,33
1971,8,9,3,3,4
1971,9,9,34,36,36
1971,10,9,4,5,10
1971,11,9,31,31,34
1971,12,9,1,5,8
1971,1,10,37,39,33
1971,2,10,3,3,4
1971,3,10,35,31,33
1971,4,10,6,1,9
1971,5,10,36,36,33
1971,6,10,3,1,3
1971,7,10,33,32,33
1971,8,10,4,4,10
1971,9,10,31,33,34
1971,10,10,1,4,8
1971,11,10,32,32,31
1971,12,10,2,6,2
1971,1,11,36,38,33
1971,2,11,4,4,10
1971,3,11,36,32,33
1971,4,11,3,10,3
1971,5,11,33,33,34
1971,6,11,4,2,10
1971,7,11,34,31,36
1971,8,11,1,1,8
1971,9,11,32,34,32
1971,10,11,2,3,2
1971,11,11,39,39,33
1971,12,11,9,3,7
1971,1,12,35,37,36
1971,2,12,7,9,8
1971,3,12,33,39,33
1971,4,12,4,9,10
1971,5,12,34,34,36
1971,6,12,1,9,8
1971,7,12,31,40,34
1971,8,12,2,2,1
1971,9,12,39,31,33
1971,10,12,9,2,7
1971,11,12,40,40,33
1971,12,12,10,4,7
1971,1,13,34,36,34
1971,2,13,8,10,4
1971,3,13,34,40,36
1971,4,13,7,8,8
1971,5,13,31,31,34
1971,6,13,2,10,2
1971,7,13,32,39,32
1971,8,13,9,9,7
1971,9,13,40,32,33
1971,10,13,10,1,7
1971,11,13,37,37,38
1971,12,13,7,1,7
1971,1,14,33,35,38
1971,2,14,5,7,7
1971,3,14,37,37,34
1971,4,14,8,7,4
1971,5,14,38,34,38
1971,6,14,5,7,7
1971,7,14,39,38,33
1971,8,14,10,10,7
1971,9,14,37,39,37
1971,10,14,7,10,7
1971,11,14,38,38,34
1971,12,14,8,2,10
1971,1,15,32,34,33
1971,2,15,6,8,5
1971,3,15,38,38,37
1971,4,15,5,4,7
1971,5,15,35,31,33
1971,6,15,6,8,7
1971,7,15,40,37,33
1971,8,15,7,7,8
1971,9,15,38,40,34
1971,10,15,8,9,10
1971,11,15,45,45,42
1971,12,15,15,19,18
1971,1,16,37,31,31
1971,2,16,3,5,1
1971,3,16,35,35,33
1971,4,16,6,3,5
1971,5,16,36,32,31
1971,6,16,3,5,1
1971,7,16,33,36,35
1971,8,16,4,2,10
1971,9,16,41,47,42
1971,10,16,15,18,18
1971,11,16,42,42,48
1971,12,16,12,20,12
1971,1,17,36,40,35
1971,2,17,4,6,9
1971,3,17,36,35,31
1971,4,17,3,2,1
1971,5,17,33,39,35
1971,6,17,4,7,9
1971,7,17,34,35,34
1971,8,17,11,19,18
1971,9,17,42,48,48
1971,10,17,12,17,12
1971,11,17,49,49,41
1971,12,17,19,17,17
1971,1,18,35,39,33
1971,2,18,11,13,15
1971,3,18,33,34,35
1971,4,18,4,8,9
1971,5,18,34,40,33
1971,6,18,11,16,14
1971,7,18,41,42,50
1971,8,18,12,20,12
1971,9,18,49,45,41
1971,10,18,19,16,17
1971,11,18,50,50,49
1971,12,18,20,18,15
1971,1,19,45,46,45
1971,2,19,20,12,20
1971,3,19,34,33,33
1971,4,19,11,15,15
1971,5,19,41,47,45
1971,6,19,12,15,12
1971,7,19,42,41,48
1971,8,19,19,17,18
1971,9,19,50,45,49
1971,10,19,20,11,15
1971,11,19,47,47,45
1971,12,19,17,16,19
1971,1,20,46,45,48
1971,2,20,17,19,18
1971,3,20,41,42,45
1971,4,20,20,16,20
1971,5,20,42,48,48
1971,6,20,19,14,18
1971,7,20,49,50,44
1971,8,20,20,18,15
1971,9,20,47,44,45
1971,10,20,17,20,19
1971,11,20,48,48,43
1971,12,20,18,15,17
1971,1,21,43,44,44
1971,2,21,18,20,13
1971,3,21,50,41,44
1971,4,21,17,13,18
1971,5,21,47,41,44
1971,6,21,18,13,13
1971,7,21,50,43,43
1971,8,21,17,15,19
1971,9,21,48,43,43
1971,10,21,18,19,17
1971,11,21,45,45,49
1971,12,21,15,14,19
1971,1,22,44,43,43
1971,2,22,15,17,17
1971,3,22,47,50,44
1971,4,22,18,14,13
1971,5,22,48,42,43
1971,6,22,15,12,17
1971,7,22,47,42,45
1971,8,22,18,16,17
1971,9,22,45,42,49
1971,10,22,15,19,19
1971,11,22,46,46,45
1971,12,22,16,13,12
1971,1,23,41,42,43
1971,2,23,16,18,17
1971,3,23,48,49,43
1971,4,23,15,11,17
1971,5,23,45,49,43
1971,6,23,16,11,17
1971,7,23,46,41,43
1971,8,23,13,11,19
1971,9,23,44,41,44
1971,10,23,16,20,12
1971,11,23,41,41,42
1971,12,23,11,12,18
1971,1,24,42,41,43
1971,2,24,13,15,19
1971,3,24,45,48,43
1971,4,24,16,12,17
1971,5,24,46,50,43
1971,6,24,13,20,19
1971,7,24,43,50,49
1971,8,24,14,12,18
1971,9,24,41,50,42
1971,10,24,11,17,18
1971,11,24,42,42,47
1971,12,24,12,11,17
1971,1,25,49,50,49
1971,2,25,14,16,18
1971,3,25,46,47,43
1971,4,25,13,19,19
1971,5,25,43,47,49
1971,6,25,14,19,18
1971,7,25,44,49,44
1971,8,25,11,19,18
1971,9,25,42,49,47
1971,10,25,12,18,17
1971,11,25,59,59,51
1971,12,25,29,30,27
1971,1,26,50,49,44
1971,2,26,11,13,16
1971,3,26,43,46,49
1971,4,26,14,20,18
1971,5,26,44,48,44
1971,6,26,11,18,18
1971,7,26,41,48,42
1971,8,26,12,20,17
1971,9,26,59,58,51
1971,10,26,29,25,27
1971,11,26,60,60,51
1971,12,26,30,29,27
1971,1,27,47,48,42
1971,2,27,12,14,17
1971,3,27,44,45,44
1971,4,27,11,17,16
1971,5,27,41,45,42
1971,6,27,12,15,17
1971,7,27,42,47,47
1971,8,27,29,27,27
1971,9,27,60,57,51
1971,10,27,30,26,27
1971,11,27,57,57,53
1971,12,27,27,28,23
1971,1,28,48,47,47
1971,2,28,29,21,27
1971,3,28,41,44,42
1971,4,28,12,18,17
1971,5,28,42,46,47
1971,6,28,29,24,27
1971,7,28,59,56,51
1971,8,28,30,28,27
1971,9,28,67,56,53
1971,10,28,27,23,23
1971,11,28,58,58,52
1971,12,28,28,27,28
1971,1,29,55,56,51
1971,3,29,42,43,47
1971,4,29,29,25,27
1971,5,29,59,53,51
1971,6,29,30,23,27
1971,7,29,60,55,51
1971,8,29,27,25,23
1971,9,29,58,55,52
1971,10,29,28,24,28
1971,11,29,55,55,60
1971,12,29,25,26,26
1971,1,30,56,55,51
1971,3,30,59,52,51
1971,4,30,30,26,27
1971,5,30,60,54,51
1971,6,30,27,22,23
1971,7,30,57,54,53
1971,8,30,28,26,28
1971,9,30,55,54,60
1971,10,30,25,21,26
1971,11,30,56,56,51
1971,12,30,26,25,21
1971,1,31,53,54,53
1971,3,31,60,51,51
1971,5,31,57,51,53
1971,7,31,58,53,52
1971,8,31,25,23,26
1971,10,31,26,22,21
1971,12,31,23,24,25
1972,1,1,24,23,25
1972,2,1,51,58,57
1972,3,1,23,26,25
1972,4,1,52,54,57
1972,5,1,22,27,27
1972,6,1,51,56,52
1972,7,1,21,25,26
1972,8,1,10,6,10
1972,9,1,39,38,35
1972,10,1,9,7,5
1972,11,1,38,33,35
1972,12,1,8,7,9
1972,1,2,21,22,27
1972,2,2,52,57,52
1972,3,2,22,23,27
1972,4,2,51,53,52
1972,5,2,21,28,26
1972,6,2,10,3,10
1972,7,2,40,34,34
1972,8,2,9,5,5
1972,9,2,38,35,35
1972,10,2,8,6,9
1972,11,2,37,34,35
1972,12,2,7,8,9
1972,1,3,22,21,26
1972,2,3,9,6,10
1972,3,3,21,24,26
1972,4,3,10,2,10
1972,5,3,40,35,34
1972,6,3,9,4,5
1972,7,3,39,33,35
1972,8,3,8,4,9
1972,9,3,37,36,35
1972,10,3,7,5,9
1972,11,3,36,31,31
1972,12,3,6,5,1
1972,1,4,39,40,34
1972,2,4,10,5,5
1972,3,4,40,31,34
1972,4,4,9,1,5
1972,5,4,39,36,35
1972,6,4,8,1,9
1972,7,4,38,32,35
1972,8,4,7,3,9
1972,9,4,36,33,31
1972,10,4,6,4,1
1972,11,4,35,32,36
1972,12,4,5,6,10
1972,1,5,40,39,35
1972,2,5,7,3,3
1972,3,5,40,32,33
1972,4,5,7,10,3
1972,5,5,37,33,33
1972,6,5,8,2,10
1972,7,5,37,31,35
1972,8,5,6,2,1
1972,9,5,35,34,36
1972,10,5,5,3,10
1972,11,5,34,39,34
1972,12,5,4,3,8
1972,1,6,33,38,33
1972,2,6,8,4,10
1972,3,6,37,39,33
1972,4,6,8,9,10
1972,5,6,38,34,36
1972,6,6,5,9,8
1972,7,6,36,40,31
1972,8,6,5,1,10
1972,9,6,34,31,34
1972,10,6,4,2,8
1972,11,6,40,33,39
1972,12,6,3,4,9
1972,1,7,34,37,36
1972,2,7,5,1,8
1972,3,7,38,40,36
1972,4,7,5,8,8
1972,5,7,35,31,34
1972,6,7,6,10,2
1972,7,7,36,39,32
1972,8,7,3,9,7
1972,9,7,34,32,33
1972,10,7,3,1,9
1972,11,7,31,37,37
1972,12,7,1,1,7
1972,1,8,31,36,34
1972,2,8,6,2,2
1972,3,8,35,37,34
1972,4,8,6,7,2
1972,5,8,36,32,32
1972,6,8,3,7,7
1972,7,8,33,38,33
1972,8,8,4,10,7
1972,9,8,31,39,37
1972,10,8,1,10,7
1972,11,8,32,38,34
1972,12,8,2,2,10
1972,1,9,32,35,32
1972,2,9,3,9,7
1972,3,9,36,38,32
1972,4,9,3,6,7
1972,5,9,33,39,33
1972,6,9,4,8,7
1972,7,9,34,37,33
1972,8,9,1,7,7
1972,9,9,32,40,34
1972,10,9,2,9,10
1972,11,9,49,45,42
1972,12,9,19,19,18
1972,1,10,39,34,33
1972,2,10,4,10,7
1972,3,10,33,35,33
1972,4,10,4,5,7
1972,5,10,34,40,33
1972,6,10,1,5,7
1972,7,10,31,36,37
1972,8,10,2,8,10
1972,9,10,49,47,42
1972,10,10,19,18,18
1972,11,10,50,46,46
1972,12,10,20,20,16
1972,1,11,40,33,33
1972,2,11,1,7,7
1972,3,11,34,36,33
1972,4,11,1,4,7
1972,5,11,31,37,37
1972,6,11,2,6,10
1972,7,11,32,35,34
1972,8,11,19,15,18
1972,9,11,50,48,46
1972,10,11,20,17,17
1972,11,11,47,43,41
1972,12,11,17,17,18
1972,1,12,37,32,37
1972,2,12,2,8,10
1972,3,12,31,33,37
1972,4,12,2,3,10
1972,5,12,32,38,34
1972,6,12,19,13,18
1972,7,12,49,44,42
1972,8,12,20,16,16
1972,9,12,47,45,41
1972,10,12,17,16,17
1972,11,12,48,44,41
1972,12,12,18,18,17
1972,1,13,38,31,34
1972,2,13,19,13,18
1972,3,13,32,34,34
1972,4,13,19,12,18
1972,5,13,49,47,42
1972,6,13,20,14,12
1972,7,13,50,43,46
1972,8,13,17,13,17
1972,9,13,48,46,41
1972,10,13,18,15,17
1972,11,13,45,41,41
1972,12,13,15,15,11
1972,1,14,41,50,42
1972,2,14,20,14,12
1972,3,14,49,41,42
1972,4,14,20,11,12
1972,5,14,50,48,48
1972,6,14,17,11,17
1972,7,14,47,42,41
1972,8,14,18,14,17
1972,9,14,45,43,41
1972,10,14,15,14,11
1972,11,14,46,42,44
1972,12,14,16,16,18
1972,1,15,42,49,48
1972,2,15,17,11,17
1972,3,15,50,42,48
1972,4,15,17,18,17
1972,5,15,47,45,41
1972,6,15,18,12,15
1972,7,15,48,41,41
1972,8,15,15,15,19
1972,9,15,46,44,44
1972,10,15,16,13,18
1972,11,15,43,45,42
1972,12,15,13,13,16
1972,1,16,49,46,41
1972,2,16,17,12,15
1972,3,16,48,50,44
1972,4,16,17,17,15
1972,5,16,47,46,49
1972,6,16,16,12,19
1972,7,16,45,50,45
1972,8,16,16,16,18
1972,9,16,43,41,42
1972,10,16,13,12,16
1972,11,16,44,46,46
1972,12,16,14,14,12
1972,1,17,50,45,49
1972,2,17,16,19,19
1972,3,17,47,49,49
1972,4,17,16,16,19
1972,5,17,46,43,45
1972,6,17,15,11,17
1972,7,17,46,47,44
1972,8,17,13,13,14
1972,9,17,44,42,46
1972,10,17,14,11,12
1972,11,17,41,43,41
1972,12,17,11,11,15
1972,1,18,47,44,45
1972,2,18,15,20,17
1972,3,18,46,48,45
1972,4,18,15,12,17
1972,5,18,45,44,43
1972,6,18,14,20,19
1972,7,18,44,46,48
1972,8,18,13,14,12
1972,9,18,42,50,42
1972,10,18,11,16,15
1972,11,18,41,44,49
1972,12,18,11,11,13
1972,1,19,48,41,43
1972,2,19,14,17,19
1972,3,19,45,47,43
1972,4,19,14,19,19
1972,5,19,44,41,49
1972,6,19,13,19,12
1972,7,19,43,45,46
1972,8,19,12,11,18
1972,9,19,41,49,49
1972,10,19,11,15,13
1972,11,19,60,51,53
1972,12,19,30,30,29
1972,1,20,45,50,49
1972,2,20,13,16,18
1972,3,20,44,46,49
1972,4,20,13,20,18
1972,5,20,43,48,44
1972,6,20,12,18,18
1972,7,20,42,48,42
1972,8,20,11,12,17
1972,9,20,60,58,53
1972,10,20,30,24,29
1972,11,20,59,52,51
1972,12,20,29,29,27
1972,1,21,44,49,44
1972,2,21,12,13,18
1972,3,21,43,45,44
1972,4,21,12,17,18
1972,5,21,42,45,42
1972,6,21,11,17,17
1972,7,21,41,47,47
1972,8,21,30,29,29
1972,9,21,59,57,51
1972,10,21,29,26,27
1972,11,21,58,59,53
1972,12,21,28,28,23
1972,1,22,41,48,42
1972,2,22,11,14,17
1972,3,22,42,44,42
1972,4,22,11,18,17
1972,5,22,41,46,47
1972,6,22,30,26,27
1972,7,22,60,56,51
1972,8,22,29,28,27
1972,9,22,58,56,53
1972,10,22,28,23,23
1972,11,22,57,58,52
1972,12,22,27,27,28
1972,1,23,42,47,47
1972,2,23,30,21,27
1972,3,23,41,43,47
1972,4,23,30,25,27
1972,5,23,60,53,51
1972,6,23,29,25,27
1972,7,23,59,55,51
1972,8,23,28,25,23
1972,9,23,57,55,52
1972,10,23,27,24,28
1972,11,23,56,55,52
1972,12,23,26,26,25
1972,1,24,59,56,51
1972,2,24,29,22,27
1972,3,24,60,52,51
1972,4,24,29,26,27
1972,5,24,59,54,51
1972,6,24,28,24,23
1972,7,24,58,54,53
1972,8,24,27,26,28
1972,9,24,56,54,52
1972,10,24,26,21,26
1972,11,24,55,56,51
1972,12,24,25,25,21
1972,1,25,60,55,51
1972,2,25,28,29,23
1972,3,25,59,51,51
1972,4,25,28,23,23
1972,5,25,58,51,53
1972,6,25,27,23,28
1972,7,25,57,53,52
1972,8,25,26,23,26
1972,9,25,55,53,51
1972,10,25,25,22,21
1972,11,25,54,53,51
1972,12,25,24,24,25
1972,1,26,57,54,53
1972,2,26,27,30,28
1972,3,26,58,60,53
1972,4,26,27,24,28
1972,5,26,57,52,52
1972,6,26,26,30,26
1972,7,26,56,52,52
1972,8,26,25,24,21
1972,9,26,54,52,51
1972,10,26,24,29,25
1972,11,26,53,54,51
1972,12,26,23,23,25
1972,1,27,58,53,52
1972,2,27,26,27,26
1972,3,27,57,59,52
1972,4,27,26,21,26
1972,5,27,56,59,60
1972,6,27,25,29,21
1972,7,27,55,51,51
1972,8,27,24,21,25
1972,9,27,53,51,51
1972,10,27,23,30,25
1972,11,27,52,51,57
1972,12,27,22,22,27
1972,1,28,55,52,60
1972,2,28,25,28,21
1972,3,28,56,58,60
1972,4,28,25,22,21
1972,5,28,55,60,51
1972,6,28,24,28,25
1972,7,28,54,60,51
1972,8,28,23,22,25
1972,9,28,52,60,57
1972,10,28,22,27,27
1972,11,28,51,52,52
1972,12,28,21,21,26
1972,1,29,56,51,51
1972,2,29,24,25,25
1972,3,29,55,57,51
1972,4,29,24,29,25
1972,5,29,54,57,51
1972,6,29,23,27,25
1972,7,29,53,59,51
1972,8,29,22,29,27
