年,月,日,命数1,命数2,命数3
1980,11,13,29,29,30
1980,12,13,59,53,59
1980,1,14,22,28,26
1980,2,14,58,52,56
1980,3,14,27,29,26
1980,4,14,58,57,56
1980,5,14,28,26,30
1980,6,14,55,59,59
1980,7,14,21,30,25
1980,8,14,52,52,59
1980,9,14,29,21,29
1980,10,14,59,52,59
1980,11,14,30,30,26
1980,12,14,60,54,52
1980,1,15,21,27,30
1980,2,15,55,59,59
1980,3,15,28,30,30
1980,4,15,55,56,52
1980,5,15,25,23,25
1980,6,15,56,60,57
1980,7,15,26,29,25
1980,8,15,53,53,54
1980,9,15,24,22,26
1980,10,15,60,51,52
1980,11,15,21,23,24
1980,12,15,51,51,60
1980,1,16,28,24,25
1980,2,16,56,60,57
1980,3,16,25,28,26
1980,4,16,56,55,57
1980,5,16,26,24,23
1980,6,16,53,60,53
1980,7,16,23,28,27
1980,8,16,54,54,52
1980,9,16,21,29,24
1980,10,16,51,60,60
1980,11,16,22,24,30
1980,12,16,52,52,54
1980,1,17,27,23,23
1980,2,17,53,57,53
1980,3,17,26,27,23
1980,4,17,53,59,53
1980,5,17,23,21,27
1980,6,17,54,59,51
1980,7,17,24,25,26
1980,8,17,51,51,56
1980,9,17,22,30,30
1980,10,17,52,59,54
1980,11,17,39,31,33
1980,12,17,9,9,10
1980,1,18,26,22,27
1980,2,18,54,58,51
1980,3,18,23,26,27
1980,4,18,54,60,51
1980,5,18,24,22,25
1980,6,18,51,58,57
1980,7,18,21,24,22
1980,8,18,52,52,54
1980,9,18,39,38,36
1980,10,18,9,4,9
1980,11,18,40,32,31
1980,12,18,10,9,7
1980,1,19,29,29,25
1980,2,19,51,55,57
1980,3,19,24,25,25
1980,4,19,59,57,57
1980,5,19,21,29,27
1980,6,19,52,57,54
1980,7,19,22,23,30
1980,8,19,9,9,10
1980,9,19,40,37,31
1980,10,19,10,3,7
1980,11,19,27,39,37
1980,12,19,7,8,1
1980,1,20,28,28,27
1980,2,20,60,54,52
1980,3,20,29,24,27
1980,4,20,60,58,52
1980,5,20,30,26,26
1980,6,20,7,6,10
1980,7,20,39,36,36
1980,8,20,10,10,5
1980,9,20,37,36,37
1980,10,20,7,2,1
1980,11,20,38,40,35
1980,12,20,8,7,9
1980,1,21,27,27,26
1980,2,21,7,1,10
1980,3,21,30,23,26
1980,4,21,7,5,10
1980,5,21,37,33,36
1980,6,21,8,5,5
1980,7,21,40,35,35
1980,8,21,7,7,1
1980,9,21,38,35,35
1980,10,21,8,4,9
1980,11,21,35,37,31
1980,12,21,5,6,1
1980,1,22,36,36,35
1980,2,22,8,2,5
1980,3,22,37,32,36
1980,4,22,8,6,5
1980,5,22,38,34,35
1980,6,22,5,4,9
1980,7,22,35,34,35
1980,8,22,6,6,9
1980,9,22,33,34,31
1980,10,22,5,1,1
1980,11,22,34,36,36
1980,12,22,4,5,10
1980,1,23,35,35,36
1980,2,23,5,9,9
1980,4,23,5,3,9
1980,5,23,35,31,35
1980,6,23,6,3,9
1980,7,23,36,33,35
1980,8,23,3,3,1
1980,9,23,34,33,36
1980,10,23,4,2,10
1980,11,23,31,33,34
1980,12,23,1,4,10
1980,1,24,34,34,35
1980,2,24,6,10,9
1980,3,24,35,40,35
1980,4,24,6,4,9
1980,5,24,36,32,35
1980,6,24,3,2,1
1980,7,24,33,32,31
1980,8,24,4,4,10
1980,9,24,31,32,34
1980,10,24,1,9,10
1980,11,24,32,34,39
1980,12,24,2,3,9
1980,1,25,33,33,35
1980,2,25,3,7,1
1980,3,25,36,39,35
1980,4,25,3,1,1
1980,5,25,33,39,31
1980,6,25,4,1,10
1980,7,25,34,31,36
1980,8,25,1,1,10
1980,9,25,32,31,39
1980,10,25,2,10,9
1980,11,25,39,31,33
1980,12,25,9,2,9
1980,1,26,32,32,31
1980,2,26,4,8,10
1980,3,26,33,38,31
1980,4,26,4,2,10
1980,5,26,34,40,36
1980,6,26,1,8,8
1980,7,26,31,40,34
1980,8,26,2,2,9
1980,9,26,39,40,33
1980,10,26,9,7,9
1980,11,26,40,32,33
1980,12,26,10,1,9
1980,1,27,31,31,36
1980,2,27,1,5,8
1980,3,27,34,37,36
1980,4,27,1,9,8
1980,5,27,31,37,34
1980,6,27,2,7,9
1980,7,27,32,39,39
1980,8,27,9,9,10
1980,9,27,40,39,33
1980,10,27,10,8,9
1980,11,27,47,49,45
1980,12,27,17,20,15
1980,1,28,40,40,34
1980,2,28,2,6,9
1980,3,28,31,36,34
1980,4,28,2,10,9
1980,5,28,32,38,39
1980,6,28,9,6,9
1980,7,28,39,38,33
1980,8,28,10,10,9
1980,9,28,47,48,45
1980,10,28,17,15,15
1980,11,28,48,50,44
1980,12,28,18,19,20
1980,1,29,39,39,40
1980,2,29,9,3,9
1980,3,29,32,35,39
1980,4,29,9,7,9
1980,5,29,39,35,33
1980,6,29,10,5,9
1980,7,29,40,37,33
1980,8,29,17,17,15
1980,9,29,48,47,44
1980,10,29,18,16,20
1980,11,29,45,47,42
1980,12,29,15,18,18
1980,1,30,38,38,33
1980,3,30,39,34,33
1980,4,30,10,8,9
1980,5,30,40,36,33
1980,6,30,17,14,15
1980,7,30,47,46,45
1980,8,30,18,18,20
1980,9,30,45,46,42
1980,10,30,15,13,18
1980,11,30,46,48,43
1980,12,30,16,17,13
1980,1,31,37,37,33
1980,3,31,40,33,33
1980,5,31,47,43,45
1980,7,31,48,45,44
1980,8,31,15,15,18
1980,10,31,16,14,13
1980,12,31,13,16,17
1981,1,1,14,15,17
1981,2,1,41,50,49
1981,3,1,14,17,17
1981,4,1,43,47,43
1981,5,1,13,12,17
1981,6,1,42,47,49
1981,7,1,12,18,19
1981,8,1,41,49,44
1981,9,1,20,19,16
1981,10,1,50,50,42
1981,11,1,19,18,17
1981,12,1,49,42,47
1981,1,2,11,14,19
1981,2,2,42,49,44
1981,3,2,13,18,17
1981,4,2,42,46,49
1981,5,2,12,19,19
1981,6,2,41,48,44
1981,7,2,11,17,18
1981,8,2,50,48,42
1981,9,2,19,20,17
1981,10,2,49,49,47
1981,11,2,28,25,27
1981,12,2,58,59,51
1981,1,3,12,13,18
1981,2,3,49,48,42
1981,3,3,12,15,19
1981,4,3,41,45,44
1981,5,3,11,20,18
1981,6,3,50,45,42
1981,7,3,20,16,16
1981,8,3,49,47,47
1981,9,3,28,27,27
1981,10,3,58,58,51
1981,11,3,27,26,27
1981,12,3,57,60,51
1981,1,4,19,12,16
1981,2,4,50,48,41
1981,3,4,11,16,18
1981,4,4,50,44,42
1981,5,4,20,17,16
1981,6,4,49,46,47
1981,7,4,19,15,17
1981,8,4,58,56,51
1981,9,4,27,28,27
1981,10,4,57,57,51
1981,11,4,26,23,23
1981,12,4,56,57,53
1981,1,5,20,11,17
1981,2,5,57,55,55
1981,3,5,19,17,15
1981,4,5,50,43,41
1981,5,5,20,18,15
1981,6,5,58,53,51
1981,7,5,28,24,27
1981,8,5,57,55,51
1981,9,5,26,25,23
1981,10,5,56,56,53
1981,11,5,25,24,28
1981,12,5,55,58,52
1981,1,6,25,30,25
1981,2,6,58,56,52
1981,3,6,20,14,15
1981,4,6,57,52,55
1981,5,6,27,25,25
1981,6,6,58,54,52
1981,7,6,27,23,27
1981,8,6,56,54,53
1981,9,6,25,26,28
1981,10,6,55,55,52
1981,11,6,24,21,26
1981,12,6,54,55,60
1981,1,7,26,29,28
1981,2,7,55,53,60
1981,3,7,27,21,25
1981,4,7,58,51,52
1981,5,7,28,26,28
1981,6,7,55,51,60
1981,7,7,25,22,26
1981,8,7,56,54,54
1981,9,7,24,23,26
1981,10,7,54,54,60
1981,11,7,24,22,25
1981,12,7,54,56,59
1981,1,8,23,28,26
1981,2,8,56,54,54
1981,3,8,28,22,28
1981,4,8,55,60,60
1981,5,8,25,23,26
1981,6,8,56,52,54
1981,7,8,26,21,24
1981,8,8,53,51,59
1981,9,8,24,24,25
1981,10,8,54,53,59
1981,11,8,21,29,29
1981,12,8,51,53,59
1981,1,9,24,27,24
1981,2,9,53,51,59
1981,3,9,25,29,26
1981,4,9,56,59,54
1981,5,9,26,24,24
1981,6,9,53,59,59
1981,7,9,23,30,25
1981,8,9,54,52,59
1981,9,9,21,21,29
1981,10,9,51,52,59
1981,11,9,22,30,26
1981,12,9,52,54,52
1981,1,10,21,26,25
1981,2,10,54,52,59
1981,3,10,26,30,24
1981,4,10,53,58,59
1981,5,10,23,21,25
1981,6,10,54,60,59
1981,7,10,24,29,25
1981,8,10,51,59,59
1981,9,10,22,22,26
1981,10,10,52,51,52
1981,11,10,29,27,24
1981,12,10,59,51,60
1981,1,11,22,25,25
1981,2,11,51,59,59
1981,3,11,23,27,25
1981,4,11,54,57,59
1981,5,11,24,22,25
1981,6,11,51,57,59
1981,7,11,21,28,29
1981,8,11,52,60,52
1981,9,11,29,29,24
1981,10,11,59,60,60
1981,11,11,30,28,28
1981,12,11,60,52,58
1981,1,12,29,24,29
1981,2,12,52,58,52
1981,3,12,24,28,25
1981,4,12,51,56,59
1981,5,12,21,29,29
1981,6,12,52,58,52
1981,7,12,22,27,26
1981,8,12,59,57,60
1981,9,12,30,30,28
1981,10,12,60,59,58
1981,11,12,37,35,33
1981,12,12,7,9,9
1981,1,13,30,23,26
1981,2,13,59,55,60
1981,3,13,21,25,29
1981,4,13,52,55,52
1981,5,13,22,22,26
1981,6,13,59,55,60
1981,7,13,29,26,24
1981,8,13,60,58,58
1981,9,13,37,37,33
1981,10,13,7,8,9
1981,11,13,38,36,33
1981,12,13,8,10,9
1981,1,14,21,22,24
1981,2,14,60,56,54
1981,3,14,22,26,26
1981,4,14,59,54,60
1981,5,14,29,29,24
1981,6,14,60,56,54
1981,7,14,30,25,28
1981,8,14,7,5,9
1981,9,14,38,38,33
1981,10,14,8,7,9
1981,11,14,35,33,33
1981,12,14,5,7,3
1981,1,15,22,21,30
1981,2,15,8,3,10
1981,3,15,29,23,24
1981,4,15,60,51,54
1981,5,15,30,30,29
1981,6,15,7,3,9
1981,7,15,37,34,33
1981,8,15,8,10,9
1981,9,15,35,35,33
1981,10,15,5,6,3
1981,11,15,36,40,36
1981,12,15,6,8,10
1981,1,16,39,38,33
1981,2,16,7,4,7
1981,3,16,30,24,30
1981,4,16,8,10,10
1981,5,16,38,37,36
1981,6,16,8,4,7
1981,7,16,38,33,33
1981,8,16,5,7,1
1981,9,16,36,36,35
1981,10,16,6,5,10
1981,11,16,33,37,34
1981,12,16,3,5,8
1981,1,17,40,37,31
1981,2,17,6,1,1
1981,3,17,38,32,36
1981,4,17,7,9,7
1981,5,17,37,38,31
1981,6,17,6,4,1
1981,7,17,35,40,37
1981,8,17,6,8,10
1981,9,17,33,33,34
1981,10,17,3,4,8
1981,11,17,34,38,38
1981,12,17,4,6,4
1981,1,18,37,36,37
1981,2,18,5,2,9
1981,3,18,37,31,31
1981,4,18,6,3,1
1981,5,18,36,35,37
1981,6,18,5,3,9
1981,7,18,35,39,35
1981,8,18,4,5,6
1981,9,18,34,34,38
1981,10,18,4,9,4
1981,11,18,32,35,34
1981,12,18,2,4,10
1981,1,19,38,33,35
1981,2,19,4,7,1
1981,3,19,36,40,37
1981,4,19,5,4,9
1981,5,19,35,36,35
1981,6,19,4,2,1
1981,7,19,34,38,40
1981,8,19,3,6,4
1981,9,19,32,32,34
1981,10,19,2,8,10
1981,11,19,31,36,31
1981,12,19,1,3,5
1981,1,20,35,32,31
1981,2,20,3,8,10
1981,3,20,35,39,35
1981,4,20,4,1,1
1981,5,20,34,39,31
1981,6,20,3,1,4
1981,7,20,33,31,38
1981,8,20,2,3,10
1981,9,20,31,31,32
1981,10,20,1,7,5
1981,11,20,40,33,35
1981,12,20,10,2,1
1981,1,21,34,31,36
1981,2,21,2,5,10
1981,3,21,34,38,31
1981,4,21,3,2,10
1981,5,21,33,40,36
1981,6,21,2,10,10
1981,7,21,32,40,34
1981,8,21,1,4,9
1981,9,21,40,40,35
1981,10,21,10,7,1
1981,11,21,39,34,33
1981,12,21,9,1,9
1981,1,22,31,40,34
1981,2,22,1,6,9
1981,3,22,33,37,36
1981,4,22,2,9,10
1981,5,22,32,37,34
1981,6,22,1,9,9
1981,7,22,31,39,39
1981,8,22,10,9,9
1981,9,22,39,39,33
1981,10,22,9,8,9
1981,11,22,48,49,45
1981,12,22,18,20,15
1981,1,23,32,39,39
1981,2,23,10,3,9
1981,3,23,32,36,34
1981,4,23,1,10,9
1981,5,23,31,38,39
1981,6,23,10,8,9
1981,7,23,40,38,33
1981,8,23,9,10,9
1981,9,23,48,48,45
1981,10,23,18,15,15
1981,11,23,47,50,44
1981,12,23,17,19,20
1981,1,24,39,38,33
1981,2,24,9,4,9
1981,3,24,31,35,39
1981,4,24,10,7,9
1981,5,24,40,35,33
1981,6,24,9,7,9
1981,7,24,39,37,33
1981,8,24,18,17,15
1981,9,24,47,47,44
1981,10,24,17,16,20
1981,11,24,46,47,44
1981,12,24,16,18,18
1981,1,25,40,37,33
1981,2,25,18,11,15
1981,3,25,40,34,33
1981,4,25,9,8,9
1981,5,25,39,36,33
1981,6,25,18,16,15
1981,7,25,48,46,45
1981,8,25,17,18,20
1981,9,25,46,46,44
1981,10,25,16,13,18
1981,11,25,45,48,43
1981,12,25,16,17,13
1981,1,26,47,46,45
1981,2,26,17,12,20
1981,3,26,39,33,33
1981,4,26,18,15,15
1981,5,26,48,43,45
1981,6,26,17,15,20
1981,7,26,47,45,44
1981,8,26,16,15,18
1981,9,26,45,45,43
1981,10,26,15,14,13
1981,11,26,44,45,43
1981,12,26,14,16,17
1981,1,27,48,45,44
1981,2,27,16,19,18
1981,3,27,48,42,45
1981,4,27,17,16,20
1981,5,27,47,44,44
1981,6,27,16,12,18
1981,7,27,46,44,44
1981,8,27,15,16,13
1981,9,27,44,44,43
1981,10,27,14,11,17
1981,11,27,43,46,43
1981,12,27,13,15,17
1981,1,28,45,44,42
1981,2,28,15,20,13
1981,3,28,47,41,44
1981,4,28,16,13,18
1981,5,28,46,41,42
1981,6,28,15,11,13
1981,7,28,45,43,43
1981,8,28,14,13,17
1981,9,28,43,43,44
1981,10,28,13,12,17
1981,11,28,42,43,49
1981,12,28,12,14,19
1981,1,29,46,43,43
1981,3,29,46,50,42
1981,4,29,15,14,13
1981,5,29,45,42,43
1981,6,29,14,20,17
1981,7,29,44,42,43
1981,8,29,13,14,17
1981,9,29,42,42,49
1981,10,29,12,19,19
1981,11,29,41,44,44
1981,12,29,11,13,18
1981,1,30,43,42,43
1981,3,30,45,49,43
1981,4,30,14,11,17
1981,5,30,44,49,43
1981,6,30,13,19,17
1981,7,30,43,41,43
1981,8,30,12,11,19
1981,9,30,41,41,44
1981,10,30,11,20,18
1981,11,30,50,41,42
1981,12,30,20,12,16
1981,1,31,44,41,43
1981,3,31,44,48,43
1981,5,31,43,50,43
1981,7,31,42,50,49
1981,8,31,11,12,18
1981,10,31,20,17,16
1981,12,31,19,11,17
1982,1,1,28,30,27
1982,2,1,57,55,51
1982,3,1,18,14,17
1982,4,1,55,52,51
1982,5,1,25,25,27
1982,6,1,56,54,51
1982,7,1,26,23,27
1982,8,1,53,54,53
1982,9,1,24,26,28
1982,10,1,54,55,52
1982,11,1,21,21,26
1982,12,1,51,55,60
1982,1,2,27,29,27
1982,2,2,56,54,53
1982,3,2,25,21,27
1982,4,2,56,51,51
1982,5,2,26,26,27
1982,6,2,53,51,53
1982,7,2,23,22,23
1982,8,2,54,53,52
1982,9,2,21,23,26
1982,10,2,51,54,60
1982,11,2,22,22,21
1982,12,2,52,56,51
1982,1,3,26,28,23
1982,2,3,55,53,52
1982,3,3,26,22,27
1982,4,3,53,60,53
1982,5,3,23,23,24
1982,6,3,54,52,52
1982,7,3,24,21,28
1982,8,3,51,52,60
1982,9,3,22,24,21
1982,10,3,52,53,51
1982,11,3,29,29,25
1982,12,3,59,53,51
1982,1,4,25,27,28
1982,2,4,54,51,59
1982,3,4,23,29,23
1982,4,4,54,59,52
1982,5,4,24,24,28
1982,6,4,51,59,60
1982,7,4,21,30,26
1982,8,4,52,51,51
1982,9,4,29,21,25
1982,10,4,59,52,51
1982,11,4,30,30,25
1982,12,4,60,54,51
1982,1,5,24,26,26
1982,2,5,53,52,59
1982,3,5,25,24,24
1982,4,5,54,58,59
1982,5,5,21,21,26
1982,6,5,52,60,51
1982,7,5,22,29,21
1982,8,5,59,60,51
1982,9,5,30,22,25
1982,10,5,60,51,51
1982,11,5,27,27,28
1982,12,5,57,51,57
1982,1,6,24,25,25
1982,2,6,52,59,59
1982,3,6,24,27,25
1982,4,6,53,57,59
1982,5,6,23,22,25
1982,6,6,52,57,59
1982,7,6,29,28,25
1982,8,6,60,59,51
1982,9,6,27,29,27
1982,10,6,57,60,57
1982,11,6,28,28,26
1982,12,6,58,52,52
1982,1,7,21,24,29
1982,2,7,51,60,52
1982,3,7,23,28,25
1982,4,7,52,56,59
1982,5,7,22,29,29
1982,6,7,51,58,52
1982,7,7,21,27,26
1982,8,7,57,58,57
1982,9,7,28,30,26
1982,10,7,58,59,52
1982,11,7,35,35,34
1982,12,7,8,9,9
1982,1,8,22,23,26
1982,2,8,60,57,60
1982,3,8,22,25,29
1982,4,8,51,55,52
1982,5,8,21,30,26
1982,6,8,60,55,60
1982,7,8,30,26,24
1982,8,8,59,58,58
1982,9,8,38,37,33
1982,10,8,9,8,9
1982,11,8,37,36,33
1982,12,8,7,10,9
1982,1,9,29,22,24
1982,2,9,59,58,58
1982,3,9,21,26,26
1982,4,9,60,54,60
1982,5,9,30,27,24
1982,6,9,59,56,58
1982,7,9,29,25,28
1982,8,9,8,5,9
1982,9,9,37,38,33
1982,10,9,7,7,9
1982,11,9,36,33,33
1982,12,9,6,7,3
1982,1,10,30,21,28
1982,2,10,8,5,9
1982,3,10,30,23,24
1982,4,10,59,53,58
1982,5,10,29,28,28
1982,6,10,8,3,9
1982,7,10,38,34,33
1982,8,10,7,6,9
1982,9,10,36,35,33
1982,10,10,6,6,3
1982,11,10,35,34,36
1982,12,10,5,8,10
1982,1,11,37,40,33
1982,2,11,7,6,9
1982,3,11,29,24,28
1982,4,11,8,2,9
1982,5,11,38,35,33
1982,6,11,7,4,9
1982,7,11,37,33,33
1982,8,11,6,3,3
1982,9,11,35,36,36
1982,10,11,5,5,10
1982,11,11,34,31,34
1982,12,11,4,5,8
1982,1,12,38,39,33
1982,2,12,6,1,1
1982,3,12,38,31,33
1982,4,12,7,1,9
1982,5,12,37,36,33
1982,6,12,6,1,3
1982,7,12,36,32,33
1982,8,12,5,4,10
1982,9,12,34,33,34
1982,10,12,4,4,8
1982,11,12,33,32,32
1982,12,12,3,6,2
1982,1,13,35,38,33
1982,2,13,5,2,10
1982,3,13,37,32,33
1982,4,13,6,10,1
1982,5,13,36,33,33
1982,6,13,5,2,10
1982,7,13,35,31,36
1982,8,13,4,1,8
1982,9,13,33,34,32
1982,10,13,3,3,2
1982,11,13,32,39,33
1982,12,13,2,3,7
1982,1,14,36,37,36
1982,2,14,10,9,6
1982,3,14,36,39,37
1982,4,14,5,9,10
1982,5,14,35,36,36
1982,6,14,4,9,8
1982,7,14,34,40,34
1982,8,14,3,2,2
1982,9,14,32,31,33
1982,10,14,2,2,7
1982,11,14,31,40,33
1982,12,14,1,4,7
1982,1,15,33,36,34
1982,2,15,9,10,4
1982,3,15,35,40,36
1982,4,15,10,6,6
1982,5,15,34,33,34
1982,6,15,3,10,4
1982,7,15,33,39,38
1982,8,15,2,9,7
1982,9,15,31,32,33
1982,10,15,1,1,7
1982,11,15,40,37,37
1982,12,15,10,1,1
1982,1,16,34,33,38
1982,2,16,8,7,10
1982,3,16,40,37,40
1982,4,16,9,5,4
1982,5,16,39,34,38
1982,6,16,8,7,7
1982,7,16,32,38,33
1982,8,16,1,4,7
1982,9,16,40,39,35
1982,10,16,10,10,1
1982,11,16,39,34,34
1982,12,16,9,2,10
1982,1,17,32,32,34
1982,2,17,10,8,9
1982,3,17,39,37,38
1982,4,17,8,4,10
1982,5,17,38,31,34
1982,6,17,7,9,5
1982,7,17,37,35,31
1982,8,17,10,1,1
1982,9,17,39,40,34
1982,10,17,9,9,10
1982,11,17,48,41,42
1982,12,17,14,19,14
1982,1,18,31,31,32
1982,2,18,7,5,1
1982,3,18,38,36,34
1982,4,18,10,10,9
1982,5,18,37,32,31
1982,6,18,6,8,1
1982,7,18,36,34,35
1982,8,18,5,2,10
1982,9,18,44,47,50
1982,10,18,14,14,13
1982,11,18,43,42,48
1982,12,18,13,19,12
1982,1,19,40,38,35
1982,2,19,8,4,9
1982,3,19,40,35,39
1982,4,19,7,7,1
1982,5,19,37,39,35
1982,6,19,8,7,9
1982,7,19,35,33,33
1982,8,19,14,19,14
1982,9,19,43,47,48
1982,10,19,13,13,12
1982,11,19,42,49,44
1982,12,19,12,18,18
1982,1,20,39,37,33
1982,2,20,15,11,15
1982,3,20,37,34,35
1982,4,20,8,8,9
1982,5,20,38,40,33
1982,6,20,15,16,15
1982,7,20,45,46,45
1982,8,20,13,20,12
1982,9,20,42,46,44
1982,10,20,12,12,18
1982,11,20,41,50,49
1982,12,20,14,17,13
1982,1,21,48,46,45
1982,2,21,16,12,20
1982,3,21,38,33,33
1982,4,21,15,15,16
1982,5,21,45,43,45
1982,6,21,16,15,20
1982,7,21,46,45,48
1982,8,21,13,17,18
1982,9,21,44,45,43
1982,10,21,14,14,13
1982,11,21,41,47,45
1982,12,21,11,16,19
1982,1,22,47,45,44
1982,2,22,13,19,18
1982,3,22,45,42,45
1982,4,22,16,16,20
1982,5,22,46,44,44
1982,6,22,13,14,18
1982,7,22,43,44,44
1982,8,22,14,18,13
1982,9,22,41,44,45
1982,10,22,11,11,19
1982,11,22,42,48,43
1982,12,22,12,15,17
1982,1,23,46,44,44
1982,2,23,14,20,13
1982,3,23,46,41,44
1982,4,23,13,13,18
1982,5,23,43,41,44
1982,6,23,14,13,13
1982,7,23,44,43,43
1982,8,23,11,13,17
1982,9,23,42,43,43
1982,10,23,12,12,17
1982,11,23,49,43,49
1982,12,23,19,14,19
1982,1,24,45,43,43
1982,2,24,11,17,17
1982,3,24,43,50,44
1982,4,24,14,14,13
1982,5,24,44,42,43
1982,6,24,11,12,17
1982,7,24,41,42,43
1982,8,24,12,14,17
1982,9,24,49,42,49
1982,10,24,19,19,20
1982,11,24,50,44,44
1982,12,24,20,13,18
1982,1,25,44,42,43
1982,2,25,12,18,17
1982,3,25,44,49,43
1982,4,25,11,11,17
1982,5,25,41,49,43
1982,6,25,12,11,17
1982,7,25,42,41,43
1982,8,25,19,11,19
1982,9,25,50,41,44
1982,10,25,20,20,18
1982,11,25,47,41,42
1982,12,25,17,12,18
1982,1,26,43,41,43
1982,2,26,19,15,19
1982,3,26,41,48,43
1982,4,26,12,12,17
1982,5,26,42,50,43
1982,6,26,19,20,19
1982,7,26,49,50,49
1982,8,26,20,12,18
1982,9,26,47,50,42
1982,10,26,17,17,18
1982,11,26,48,42,47
1982,12,26,18,11,17
1982,1,27,42,50,49
1982,2,27,20,16,18
1982,3,27,42,47,43
1982,4,27,19,19,20
1982,5,27,49,47,49
1982,6,27,20,17,18
1982,7,27,50,49,44
1982,8,27,17,19,18
1982,9,27,48,49,47
1982,10,27,18,18,17
1982,11,27,55,59,51
1982,12,27,25,30,27
1982,1,28,41,49,44
1982,2,28,17,13,16
1982,3,28,49,46,49
1982,4,28,20,20,18
1982,5,28,50,48,44
1982,6,28,17,16,16
1982,7,28,47,48,42
1982,8,28,18,20,17
1982,9,28,55,58,51
1982,10,28,25,25,27
1982,11,28,56,60,51
1982,12,28,26,29,27
1982,1,29,50,48,42
1982,3,29,50,45,44
1982,4,29,17,17,16
1982,5,29,47,45,42
1982,6,29,18,15,17
1982,7,29,48,47,47
1982,8,29,25,27,27
1982,9,29,56,57,51
