年,月,日,命数1,命数2,命数3
1961,3,5,37,34,36
1961,4,5,6,8,8
1961,5,5,32,31,31
1961,6,5,1,10,10
1961,7,5,31,39,36
1961,8,5,10,10,8
1961,9,5,39,32,39
1961,10,5,9,1,9
1961,11,5,38,37,33
1961,12,5,8,1,9
1961,1,6,36,35,32
1961,2,6,4,9,7
1961,3,6,36,37,34
1961,4,6,5,7,2
1961,5,6,35,32,32
1961,6,6,4,7,7
1961,7,6,40,38,34
1961,8,6,9,9,10
1961,9,6,38,39,33
1961,10,6,8,10,9
1961,11,6,37,38,33
1961,12,6,7,2,9
1961,1,7,33,34,33
1961,2,7,3,10,7
1961,3,7,35,38,32
1961,4,7,4,6,7
1961,5,7,34,39,33
1961,6,7,3,8,7
1961,7,7,33,37,33
1961,8,7,8,8,9
1961,9,7,37,40,33
1961,10,7,7,9,9
1961,11,7,46,45,45
1961,12,7,20,19,18
1961,1,8,34,33,33
1961,2,8,2,7,7
1961,3,8,34,35,33
1961,4,8,3,5,7
1961,5,8,33,40,33
1961,6,8,2,5,7
1961,7,8,32,36,37
1961,8,8,1,8,10
1961,9,8,50,47,42
1961,10,8,20,18,18
1961,11,8,49,46,46
1961,12,8,19,20,16
1961,1,9,31,32,37
1961,2,9,1,8,10
1961,3,9,33,36,33
1961,4,9,2,4,7
1961,5,9,32,37,37
1961,6,9,1,6,10
1961,7,9,31,35,34
1961,8,9,20,15,18
1961,9,9,49,48,46
1961,10,9,19,17,16
1961,11,9,48,43,41
1961,12,9,18,17,17
1961,1,10,32,31,34
1961,2,10,20,15,18
1961,3,10,32,33,37
1961,4,10,1,3,10
1961,5,10,31,38,34
1961,6,10,20,13,18
1961,7,10,50,44,42
1961,8,10,19,16,16
1961,9,10,48,45,41
1961,10,10,18,16,17
1961,11,10,47,44,41
1961,12,10,17,18,17
1961,1,11,49,50,42
1961,2,11,19,16,16
1961,3,11,31,34,34
1961,4,11,20,12,18
1961,5,11,50,45,42
1961,6,11,19,14,16
1961,7,11,49,43,46
1961,8,11,18,13,17
1961,9,11,47,46,41
1961,10,11,17,15,17
1961,11,11,46,41,41
1961,12,11,16,15,11
1961,1,12,50,49,46
1961,2,12,18,11,17
1961,3,12,50,41,42
1961,4,12,19,11,16
1961,5,12,49,46,46
1961,6,12,18,11,17
1961,7,12,48,42,41
1961,8,12,17,14,17
1961,9,12,46,43,41
1961,10,12,16,14,11
1961,11,12,45,42,44
1961,12,12,15,16,18
1961,1,13,47,48,41
1961,2,13,17,12,17
1961,3,13,49,42,46
1961,4,13,18,20,17
1961,5,13,48,43,41
1961,6,13,17,12,17
1961,7,13,47,41,41
1961,8,13,11,16,11
1961,9,13,45,44,44
1961,10,13,15,13,18
1961,11,13,44,49,42
1961,12,13,14,13,16
1961,1,14,48,47,41
1961,2,14,14,19,19
1961,3,14,48,49,41
1961,4,14,17,19,17
1961,5,14,47,46,41
1961,6,14,16,19,19
1961,7,14,46,50,41
1961,8,14,15,12,18
1961,9,14,44,41,42
1961,10,14,14,12,16
1961,11,14,43,50,50
1961,12,14,13,14,20
1961,1,15,45,44,45
1961,2,15,13,20,17
1961,3,15,47,50,41
1961,4,15,14,16,19
1961,5,15,45,43,45
1961,6,15,15,20,18
1961,7,15,45,49,44
1961,8,15,14,19,16
1961,9,15,43,42,50
1961,10,15,13,11,20
1961,11,15,42,47,41
1961,12,15,12,11,15
1961,1,16,45,43,43
1961,2,16,12,17,14
1961,3,16,44,47,45
1961,4,16,13,15,17
1961,5,16,43,44,44
1961,6,16,12,17,14
1961,7,16,44,48,42
1961,8,16,13,14,12
1961,9,16,42,49,41
1961,10,16,12,20,15
1961,11,16,41,44,41
1961,12,16,11,12,15
1961,1,17,44,42,48
1961,2,17,19,18,12
1961,3,17,43,47,43
1961,4,17,12,14,14
1961,5,17,42,41,48
1961,6,17,11,19,12
1961,7,17,41,45,46
1961,8,17,12,11,15
1961,9,17,41,50,41
1961,10,17,11,19,15
1961,11,17,60,51,53
1961,12,17,28,29,29
1961,1,18,43,49,46
1961,2,18,18,15,18
1961,3,18,42,46,48
1961,4,18,19,20,12
1961,5,18,41,42,46
1961,6,18,20,18,18
1961,7,18,50,44,42
1961,8,18,19,12,13
1961,9,18,58,57,53
1961,10,18,28,24,29
1961,11,18,57,52,52
1961,12,18,27,29,27
1961,1,19,42,48,42
1961,2,19,17,14,17
1961,3,19,49,45,46
1961,4,19,18,17,18
1961,5,19,48,49,42
1961,6,19,17,17,18
1961,7,19,49,43,49
1961,8,19,28,29,29
1961,9,19,57,57,51
1961,10,19,27,23,27
1961,11,19,56,59,58
1961,12,19,26,28,22
1961,1,20,41,47,47
1961,2,20,26,21,27
1961,3,20,48,44,42
1961,4,20,17,18,17
1961,5,20,47,50,47
1961,6,20,26,26,29
1961,7,20,56,56,53
1961,8,20,27,30,27
1961,9,20,56,56,58
1961,10,20,26,22,22
1961,11,20,55,60,56
1961,12,20,23,27,30
1961,1,21,60,56,51
1961,2,21,25,22,27
1961,3,21,47,43,47
1961,4,21,26,25,27
1961,5,21,56,53,51
1961,6,21,25,25,27
1961,7,21,55,55,51
1961,8,21,24,27,23
1961,9,21,53,55,56
1961,10,21,23,24,30
1961,11,21,52,57,52
1961,12,21,22,26,26
1961,1,22,59,55,51
1961,2,22,24,29,23
1961,3,22,56,52,51
1961,4,22,25,26,27
1961,5,22,55,54,51
1961,6,22,24,24,23
1961,7,22,54,54,53
1961,8,22,23,28,30
1961,9,22,52,54,52
1961,10,22,22,21,26
1961,11,22,51,58,51
1961,12,22,21,25,21
1961,1,23,58,54,53
1961,2,23,23,30,28
1961,3,23,55,51,51
1961,4,23,24,23,23
1961,5,23,54,51,53
1961,6,23,23,23,28
1961,7,23,53,53,52
1961,8,23,22,23,26
1961,9,23,51,53,51
1961,10,23,21,22,21
1961,11,23,60,53,51
1961,12,23,30,24,25
1961,1,24,57,53,52
1961,2,24,22,27,26
1961,3,24,54,60,53
1961,4,24,23,24,28
1961,5,24,53,52,52
1961,6,24,22,22,26
1961,7,24,52,52,51
1961,8,24,21,24,21
1961,9,24,60,52,51
1961,10,24,30,29,25
1961,11,24,59,54,51
1961,12,24,29,23,25
1961,1,25,56,52,52
1961,2,25,21,28,21
1961,3,25,53,59,52
1961,4,25,22,21,26
1961,5,25,52,59,52
1961,6,25,21,21,22
1961,7,25,51,51,52
1961,8,25,30,21,25
1961,9,25,59,51,51
1961,10,25,29,30,25
1961,11,25,58,51,57
1961,12,25,28,22,27
1961,1,26,55,51,51
1961,2,26,30,25,25
1961,3,26,52,58,52
1961,4,26,21,22,21
1961,5,26,51,60,51
1961,6,26,30,30,25
1961,7,26,60,60,51
1961,8,26,29,22,25
1961,9,26,58,60,57
1961,10,26,28,27,27
1961,11,26,57,52,52
1961,12,26,27,21,26
1961,1,27,54,60,51
1961,2,27,29,26,25
1961,3,27,51,57,51
1961,4,27,30,29,25
1961,5,27,60,57,51
1961,6,27,29,27,25
1961,7,27,59,59,51
1961,8,27,28,29,27
1961,9,27,57,59,52
1961,10,27,27,28,26
1961,11,27,6,9,10
1961,12,27,36,40,36
1961,1,28,53,59,51
1961,2,28,28,23,27
1961,3,28,60,56,51
1961,4,28,29,30,25
1961,5,28,59,58,51
1961,6,28,28,26,27
1961,7,28,58,58,57
1961,8,28,27,30,26
1961,9,28,6,8,10
1961,10,28,36,35,36
1961,11,28,5,10,5
1961,12,28,35,39,35
1961,1,29,52,58,57
1961,3,29,59,55,51
1961,4,29,28,27,27
1961,5,29,58,55,57
1961,6,29,27,25,26
1961,7,29,57,57,52
1961,8,29,36,37,34
1961,9,29,5,7,5
1961,10,29,35,36,35
1961,11,29,4,7,9
1961,12,29,34,38,35
1961,1,30,51,57,52
1961,3,30,58,54,57
1961,4,30,27,28,26
1961,5,30,57,56,52
1961,6,30,36,34,34
1961,7,30,6,6,10
1961,8,30,35,38,35
1961,9,30,4,6,9
1961,10,30,34,33,35
1961,11,30,3,8,9
1961,12,30,33,37,35
1961,1,31,10,6,10
1961,3,31,57,53,52
1961,5,31,6,3,10
1961,7,31,5,5,6
1961,8,31,34,35,35
1961,10,31,33,34,35
1961,12,31,32,36,31
1962,1,1,31,35,36
1962,2,1,10,10,8
1962,3,1,37,37,31
1962,4,1,8,7,10
1962,5,1,38,32,36
1962,6,1,5,7,8
1962,7,1,35,38,34
1962,8,1,6,9,9
1962,9,1,33,39,33
1962,10,1,3,10,9
1962,11,1,34,38,33
1962,12,1,4,2,9
1962,1,2,40,34,34
1962,2,2,9,9,10
1962,3,2,38,38,36
1962,4,2,5,6,8
1962,5,2,35,39,34
1962,6,2,6,8,9
1962,7,2,36,37,39
1962,8,2,3,8,9
1962,9,2,34,40,33
1962,10,2,4,9,9
1962,11,2,41,45,45
1962,12,2,11,19,15
1962,1,3,39,33,39
1962,2,3,8,8,9
1962,3,3,35,35,34
1962,4,3,6,5,9
1962,5,3,36,40,39
1962,6,3,3,5,9
1962,7,3,33,36,33
1962,8,3,4,7,9
1962,9,3,41,47,45
1962,10,3,11,18,15
1962,11,3,42,46,44
1962,12,3,12,20,20
1962,1,4,38,32,33
1962,2,4,8,8,10
1962,3,4,36,36,39
1962,4,4,3,4,9
1962,5,4,33,37,33
1962,6,4,4,6,9
1962,7,4,34,35,33
1962,8,4,11,16,15
1962,9,4,42,48,44
1962,10,4,12,17,20
1962,11,4,49,43,42
1962,12,4,19,17,18
1962,1,5,37,31,33
1962,2,5,15,15,18
1962,3,5,33,33,34
1962,4,5,8,3,10
1962,5,5,34,38,33
1962,6,5,11,13,15
1962,7,5,41,44,45
1962,8,5,12,15,20
1962,9,5,49,45,42
1962,10,5,19,16,18
1962,11,5,50,44,43
1962,12,5,20,18,13
1962,1,6,50,50,42
1962,2,6,16,16,15
1962,3,6,38,34,34
1962,4,6,15,12,18
1962,5,6,45,45,42
1962,6,6,16,14,16
1962,7,6,42,43,44
1962,8,6,19,14,18
1962,9,6,50,46,43
1962,10,6,20,15,13
1962,11,6,47,41,43
1962,12,6,17,15,17
1962,1,7,49,49,46
1962,2,7,13,13,17
1962,3,7,45,41,42
1962,4,7,16,11,16
1962,5,7,46,46,45
1962,6,7,13,11,17
1962,7,7,43,42,41
1962,8,7,20,13,13
1962,9,7,47,43,43
1962,10,7,17,14,17
1962,11,7,48,42,43
1962,12,7,12,16,18
1962,1,8,48,48,41
1962,2,8,14,14,17
1962,3,8,46,42,46
1962,4,8,13,20,17
1962,5,8,43,43,41
1962,6,8,14,12,17
1962,7,8,44,41,41
1962,8,8,11,11,12
1962,9,8,42,44,44
1962,10,8,18,13,17
1962,11,8,49,49,42
1962,12,8,19,13,16
1962,1,9,47,47,41
1962,2,9,11,11,12
1962,3,9,43,49,41
1962,4,9,14,19,17
1962,5,9,44,44,41
1962,6,9,11,19,11
1962,7,9,41,50,41
1962,8,9,12,12,18
1962,9,9,49,41,42
1962,10,9,19,12,16
1962,11,9,50,50,49
1962,12,9,20,14,20
1962,1,10,46,46,41
1962,2,10,12,12,18
1962,3,10,44,50,41
1962,4,10,11,18,11
1962,5,10,41,41,42
1962,6,10,12,20,18
1962,7,10,42,49,44
1962,8,10,19,19,16
1962,9,10,50,42,50
1962,10,10,20,11,20
1962,11,10,47,47,41
1962,12,10,17,11,15
1962,1,11,45,45,44
1962,2,11,19,19,16
1962,3,11,41,47,41
1962,4,11,12,17,18
1962,5,11,42,42,44
1962,6,11,19,17,15
1962,7,11,49,48,42
1962,8,11,20,20,19
1962,9,11,47,49,41
1962,10,11,17,20,15
1962,11,11,48,48,41
1962,12,11,18,12,15
1962,1,12,44,44,42
1962,2,12,18,18,12
1962,3,12,42,48,44
1962,4,12,19,16,16
1962,5,12,49,49,42
1962,6,12,20,18,20
1962,7,12,50,47,50
1962,8,12,17,17,15
1962,9,12,48,50,41
1962,10,12,18,19,15
1962,11,12,55,55,56
1962,12,12,25,29,25
1962,1,13,43,43,50
1962,2,13,15,15,16
1962,3,13,49,45,42
1962,4,13,18,15,12
1962,5,13,50,50,49
1962,6,13,17,15,15
1962,7,13,47,46,41
1962,8,13,18,18,15
1962,9,13,55,57,55
1962,10,13,25,28,25
1962,11,13,56,56,52
1962,12,13,26,30,28
1962,1,14,42,42,41
1962,2,14,16,16,13
1962,3,14,48,46,46
1962,4,14,15,14,15
1962,5,14,45,49,41
1962,6,14,16,16,15
1962,7,14,48,45,41
1962,8,14,25,25,26
1962,9,14,56,58,52
1962,10,14,26,27,28
1962,11,14,53,53,60
1962,12,14,23,27,26
1962,1,15,41,41,42
1962,2,15,23,23,29
1962,3,15,45,43,41
1962,4,15,16,11,13
1962,5,15,46,50,41
1962,6,15,23,23,29
1962,7,15,53,54,53
1962,8,15,26,26,28
1962,9,15,53,55,60
1962,10,15,23,26,26
1962,11,15,54,54,53
1962,12,15,22,28,30
1962,1,16,58,58,53
1962,2,16,24,24,27
1962,3,16,46,44,49
1962,4,16,23,30,29
1962,5,16,53,57,53
1962,6,16,24,24,28
1962,7,16,54,53,52
1962,8,16,21,27,26
1962,9,16,52,56,56
1962,10,16,24,25,24
1962,11,16,59,57,59
1962,12,16,29,25,25
1962,1,17,57,57,51
1962,2,17,21,21,23
1962,3,17,53,52,53
1962,4,17,24,29,27
1962,5,17,54,58,51
1962,6,17,21,24,22
1962,7,17,51,60,58
1962,8,17,22,28,30
1962,9,17,59,53,59
1962,10,17,29,24,25
1962,11,17,60,58,59
1962,12,17,30,26,23
1962,1,18,56,56,58
1962,2,18,22,22,30
1962,3,18,54,51,51
1962,4,18,21,23,23
1962,5,18,51,55,58
1962,6,18,22,23,30
1962,7,18,52,59,56
1962,8,18,29,25,25
1962,9,18,60,54,57
1962,10,18,30,23,25
1962,11,18,57,55,53
1962,12,18,27,24,27
1962,1,19,53,53,56
1962,2,19,27,27,26
1962,3,19,51,60,53
1962,4,19,22,24,30
1962,5,19,52,56,56
1962,6,19,29,22,26
1962,7,19,59,58,52
1962,8,19,30,26,23
1962,9,19,57,52,53
1962,10,19,27,28,27
1962,11,19,58,56,51
1962,12,19,28,23,25
1962,1,20,52,52,51
1962,2,20,28,28,21
1962,3,20,52,59,56
1962,4,20,27,21,26
1962,5,20,59,53,52
1962,6,20,30,21,21
1962,7,20,60,51,51
1962,8,20,27,23,27
1962,9,20,58,51,51
1962,10,20,28,27,25
1962,11,20,55,53,56
1962,12,20,25,22,27
1962,1,21,51,51,52
1962,2,21,25,25,26
1962,3,21,57,58,52
1962,4,21,28,22,21
1962,5,21,58,60,51
1962,6,21,25,30,25
1962,7,21,57,60,53
1962,8,21,28,24,25
1962,9,21,55,60,57
1962,10,21,25,26,22
1962,11,21,56,54,54
1962,12,21,26,21,30
1962,1,22,60,60,51
1962,2,22,26,26,25
1962,3,22,58,57,51
1962,4,22,25,29,25
1962,5,22,55,57,51
1962,6,22,26,29,25
1962,7,22,56,59,51
1962,8,22,25,21,27
1962,9,22,56,59,54
1962,10,22,26,28,30
1962,11,22,3,1,10
1962,12,22,31,40,36
1962,1,23,59,59,51
1962,2,23,23,23,27
1962,3,23,55,56,51
1962,4,23,26,30,25
1962,5,23,56,58,51
1962,6,23,23,28,27
1962,7,23,53,58,57
1962,8,23,24,30,26
1962,9,23,1,8,10
1962,10,23,33,35,36
1962,11,23,2,10,5
1962,12,23,32,39,35
1962,1,24,58,58,57
1962,2,24,24,24,26
1962,3,24,56,55,51
1962,4,24,23,27,27
1962,5,24,53,55,57
1962,6,24,24,27,26
1962,7,24,54,57,52
1962,8,24,31,37,36
1962,9,24,2,7,5
1962,10,24,32,36,35
1962,11,24,9,7,9
1962,12,24,39,38,35
1962,1,25,57,57,52
1962,2,25,31,31,34
1962,3,25,53,54,57
1962,4,25,24,28,26
1962,5,25,54,56,52
1962,6,25,31,36,36
1962,7,25,1,6,10
1962,8,25,32,38,35
1962,9,25,9,6,9
1962,10,25,39,33,35
1962,11,25,10,8,9
1962,12,25,40,37,35
1962,1,26,6,6,10
1962,2,26,32,32,35
1962,3,26,54,53,52
1962,4,26,31,35,34
1962,5,26,1,3,10
1962,6,26,32,35,35
1962,7,26,2,5,5
1962,8,26,39,35,35
1962,9,26,10,5,9
1962,10,26,40,34,35
1962,11,26,7,5,1
1962,12,26,37,36,31
1962,1,27,5,5,6
1962,2,27,39,39,35
1962,3,27,1,2,10
1962,4,27,32,36,35
1962,5,27,2,4,5
1962,6,27,39,32,35
1962,7,27,9,4,9
1962,8,27,40,36,35
1962,9,27,7,4,1
1962,10,27,37,31,31
1962,11,27,8,6,10
1962,12,27,38,35,36
1962,1,28,4,4,9
1962,2,28,40,40,35
1962,3,28,2,1,5
1962,4,28,39,33,35
1962,5,28,9,1,9
1962,6,28,40,31,35
1962,7,28,10,3,9
1962,8,28,37,33,31
1962,9,28,8,3,10
1962,10,28,38,32,36
1962,11,28,5,3,10
1962,12,28,35,34,34
1962,1,29,3,3,9
1962,3,29,9,10,9
1962,4,29,40,34,35
1962,5,29,10,2,9
1962,6,29,37,40,31
1962,7,29,7,2,1
1962,8,29,38,34,36
